Filename,Code Path,outliers,feminity,feminity_prediction_levels,damage,predictors,covariates,back_transform,df,Model
universe_1031.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1032.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1033.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1034.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1035.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1036.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1037.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1038.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1039.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1040.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1041.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1042.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1043.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1044.R,_start->Model->O,"c('Katrina', 'Audrey')",female,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1045.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1046.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1047.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1048.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1049.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1050.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1051.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1052.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1053.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1054.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1055.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1056.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1057.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1058.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1059.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1060.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1061.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1062.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1063.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1064.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1065.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1066.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1067.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1068.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1069.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1070.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1071.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1072.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1073.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1074.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1075.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1076.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1077.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1078.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1079.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1080.R,_start->Model->O,"c('Katrina', 'Audrey')",masfem,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1081.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1082.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1083.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1084.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1085.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1086.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1087.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1088.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1089.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1090.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1091.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1092.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1093.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1094.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1095.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1096.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1097.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1098.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1099.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1100.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1101.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1102.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1103.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1104.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1105.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1106.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1107.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1108.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1109.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1110.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1111.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1112.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1113.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1114.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1115.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1116.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",female,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1117.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1118.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1119.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1120.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1121.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1122.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1123.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1124.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1125.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1126.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1127.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1128.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1129.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1130.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1131.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1132.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1133.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1134.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1135.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1136.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1137.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1138.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1139.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1140.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1141.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1142.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1143.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1144.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1145.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1146.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1147.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1148.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1149.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1150.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1151.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1152.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1153.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1154.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1155.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1156.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1157.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1158.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1159.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1160.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1161.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1162.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1163.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1164.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1165.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1166.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1167.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1168.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1169.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1170.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1171.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1172.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1173.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,anova
universe_1174.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,anova
